../data/I13.txt	60787	0	98524	0	0.2	14	0.85	0.25	0
../data/I13.txt	98418	106.407	98448.6	1	0.75	10	0.6	0.1	0
../data/I13.txt	98421	35.7263	98448.7	0	0.1	14	0.6	0.25	0
../data/I13.txt	98429	190.068	98448.7	1	0.1	14	0.8	0.1	0
../data/I13.txt	98428	456.892	98448.7	2	0.2	10	0.8	0.05	0
../data/I13.txt	98415	27.8643	98448.6	0	0.9	16	0.6	0	0
../data/I13.txt	98427	691.361	98448.7	2	0.1	10	0.8	0	0
../data/I13.txt	98425	82.8806	98448.7	0	0.9	16	0.8	0.15	0
../data/I13.txt	60787	0	98524	0	0.75	14	0.85	0.15	0
../data/I13.txt	60787	0	98524	0	0.75	16	0.85	0	0
../data/I13.txt	60787	0	98524	0	0.5	12	0.85	0	0
../data/I13.txt	98422	73.5262	98448.7	0	0.1	12	0.7	0.1	0
../data/I13.txt	98428	847.783	98448.7	2	0.75	14	0.8	0.05	0
../data/I13.txt	98430	242.899	98448.7	1	0.1	10	0.8	0	0
../data/I13.txt	98426	142.167	98448.6	1	0.1	12	0.8	0.25	0
../data/I13.txt	98429	182.669	98448.7	1	0.2	16	0.8	0.05	0
../data/I13.txt	98424	24.9773	98448.7	0	0.1	14	0.8	0	0
../data/I13.txt	98422	488.007	98448.7	2	0.2	14	0.6	0.25	0
../data/I13.txt	98423	90.8877	98448.7	0	0.2	14	0.7	0.15	0
../data/I13.txt	98426	301.89	98448.7	1	0.5	14	0.7	0.1	0
../data/I13.txt	98427	117.043	98448.7	1	0.2	16	0.7	0.1	0
../data/I13.txt	98414	72.226	98448.7	0	0.75	10	0.6	0	0
../data/I13.txt	60787	0	98524	0	0.2	14	0.85	0	0
../data/I13.txt	60787	0	98524	0	0.9	14	0.85	0	0
../data/I13.txt	98430	181.872	98448.7	1	0.2	16	0.7	0.15	0
../data/I13.txt	60787	0	98524	0	0.75	14	0.85	0.15	0
../data/I13.txt	60787	0	98524	0	0.75	14	0.85	0.1	0
../data/I13.txt	60787	0	98524	0	0.5	12	0.85	0.15	0
../data/I13.txt	98427	122.27	98448.7	0	0.9	16	0.8	0.05	0
../data/I13.txt	98427	508.776	98448.6	2	0.75	10	0.6	0.1	0
../data/I13.txt	98428	75.266	98448.6	0	0.75	14	0.6	0.15	0
../data/I13.txt	98428	142.052	98448.7	1	0.75	16	0.8	0.25	0
../data/I13.txt	98419	143.279	98448.7	0	0.1	10	0.6	0	0
../data/I13.txt	98427	48.4535	98448.7	0	0.5	14	0.7	0.05	0
../data/I13.txt	98425	16.5557	98448.7	0	0.2	10	0.8	0.1	0
../data/I13.txt	98434	77.0966	98448.7	0	0.5	12	0.7	0.15	0
../data/I13.txt	98430	182.005	98448.7	1	0.2	16	0.7	0.15	0
../data/I13.txt	98436	65.2818	98448.6	0	0.2	16	0.6	0.05	0
../data/I13.txt	98421	49.5838	98448.7	0	0.2	12	0.8	0	0
../data/I13.txt	98433	47.5532	98448.7	0	0.2	10	0.6	0.25	0
../data/I13.txt	98426	77.1623	98448.6	0	0.1	12	0.6	0.1	0
../data/I13.txt	60787	0	98524	0	0.2	12	0.85	0.1	0
../data/I13.txt	98426	307.482	98448.7	1	0.5	16	0.7	0.1	0
../data/I13.txt	98421	136.712	98448.7	1	0.75	16	0.7	0	0
../data/I13.txt	98436	373.163	98448.7	2	0.9	14	0.8	0	0
../data/I13.txt	98423	90.8525	98448.7	0	0.2	14	0.7	0.15	0
../data/I13.txt	98427	589.482	98448.7	2	0.9	12	0.8	0.1	0
../data/I13.txt	98432	226.712	98448.6	1	0.75	16	0.7	0.1	0
../data/I13.txt	60787	0	98524	0	0.75	14	0.85	0	0
../data/I13.txt	98427	88.76	98448.7	1	0.75	10	0.8	0.1	0
../data/I13.txt	98428	113.564	98448.7	1	0.2	14	0.6	0.25	0
../data/I13.txt	98425	263.656	98448.7	1	0.5	12	0.6	0.15	0
../data/I13.txt	60787	0	98520.8	0	0.1	14	0.85	0.1	0
../data/I13.txt	98430	181.977	98448.7	1	0.2	16	0.7	0.15	0
../data/I13.txt	98427	117.05	98448.7	1	0.2	16	0.7	0.1	0
../data/I13.txt	98435	804.444	98448.7	2	0.9	14	0.8	0	0
../data/I13.txt	98423	196.756	98448.7	1	0.2	14	0.7	0	0
../data/I13.txt	98430	182.099	98448.7	1	0.2	16	0.7	0.15	0
../data/I13.txt	98430	374.68	98448.7	1	0.9	14	0.8	0	0
../data/I13.txt	98430	304.718	98448.7	1	0.75	16	0.8	0.05	0
../data/I13.txt	98427	452.719	98448.6	2	0.5	12	0.8	0.15	0
../data/I13.txt	98426	427.865	98448.7	2	0.2	10	0.8	0	0
../data/I13.txt	98423	196.577	98448.7	1	0.2	10	0.7	0	0
../data/I13.txt	98425	150.032	98448.6	1	0.75	14	0.7	0.15	0
../data/I13.txt	98427	35.709	98448.7	0	0.2	14	0.6	0.25	0
../data/I13.txt	98423	116.725	98448.7	1	0.1	10	0.7	0	0
../data/I13.txt	98430	37.0924	98448.7	0	0.1	14	0.8	0	0
