../data/I12.txt	86089	323.737	86100.5	1	0.7	4	0.75	0.25	0
../data/I12.txt	86081	328.319	86100.5	1	0.9	4	0.75	0.25	0
../data/I12.txt	86085	340.459	86100.5	1	0.8	3	0.75	0.5	0
../data/I12.txt	86083	19.9035	86100.5	0	0.7	4	0.75	0	1
../data/I12.txt	86085	138.617	86100.5	1	0.9	5	0.75	0	0
../data/I12.txt	86084	89.4106	86100.5	0	0.9	5	0.75	0	1
../data/I12.txt	86083	501.064	86100.5	1	0.8	4	0.75	0.1	1
../data/I12.txt	86082	230.193	86100.5	0	0.8	5	0.75	0	0
../data/I12.txt	86078	141.274	86100.5	0	0.8	5	0.75	0.1	1
../data/I12.txt	86079	94.9629	86100.5	0	0.9	4	0.75	0.5	1
../data/I12.txt	86089	455.059	86100.5	1	0.9	4	0.75	0	0
../data/I12.txt	86091	777.033	86100.5	1	0.7	4	0.75	0.25	1
../data/I12.txt	86089	455.106	86100.5	1	0.9	4	0.75	0	0
../data/I12.txt	86077	25.9146	86100.5	0	0.9	5	0.75	0.25	1
../data/I12.txt	86091	584.264	86100.5	1	0.7	3	0.75	0.25	0
../data/I12.txt	86081	191.384	86100.5	1	0.7	3	0.75	0.5	0
../data/I12.txt	86085	972.242	86100.5	1	0.9	3	0.75	0	0
../data/I12.txt	86083	164.124	86100.5	0	0.9	5	0.75	0.25	0
../data/I12.txt	86080	454.645	86100.5	2	0.8	5	0.75	0.25	1
../data/I12.txt	86085	109.946	86100.5	1	0.8	4	0.75	0.1	0
../data/I12.txt	86082	25.9882	86100.5	0	0.7	5	0.75	0	1
../data/I12.txt	86079	94.9722	86100.5	0	0.9	4	0.75	0.5	1
../data/I12.txt	86078	141.268	86100.5	0	0.8	5	0.75	0.1	1
../data/I12.txt	86086	63.2445	86100.5	0	0.9	5	0.75	0.5	1
../data/I12.txt	86080	599.952	86100.5	1	0.9	4	0.75	0	1
../data/I12.txt	86091	761.136	86100.5	1	0.7	3	0.75	0.25	1
../data/I12.txt	86081	328.343	86100.5	1	0.9	4	0.75	0.25	0
../data/I12.txt	86085	565.821	86100.5	2	0.7	3	0.75	0	0
../data/I12.txt	86091	228.82	86100.5	1	0.8	4	0.75	0	0
../data/I12.txt	86081	91.1206	86100.5	0	0.8	5	0.75	0.25	0
../data/I12.txt	86079	95.011	86100.5	0	0.9	4	0.75	0.5	1
../data/I12.txt	86077	84.749	86100.5	0	0.7	5	0.75	0.25	1
../data/I12.txt	86091	584.491	86100.5	1	0.7	3	0.75	0.25	0
../data/I12.txt	86089	323.805	86100.5	1	0.7	4	0.75	0.25	0
../data/I12.txt	86083	19.9452	86100.5	0	0.7	4	0.75	0	1
../data/I12.txt	86085	161.384	86100.5	1	0.8	4	0.75	0.25	0
../data/I12.txt	86083	20.5365	86100.5	0	0.7	4	0.75	0	1
../data/I12.txt	86083	164.191	86100.5	0	0.9	5	0.75	0.25	0
../data/I12.txt	86091	776.967	86100.5	1	0.7	4	0.75	0.25	1
../data/I12.txt	86089	455.115	86100.5	1	0.9	4	0.75	0	0
../data/I12.txt	86087	341.899	86100.5	1	0.9	4	0.75	0.5	0
../data/I12.txt	86080	454.641	86100.5	2	0.8	5	0.75	0.25	1
